URL,Title,Brand,Price,Rating,Scores,Reviews
['https://www.daraz.pk/catalog/?spm=a2a0e.searchlist.pagination.5.70506f5bOKJypq&_keyori=ss&from=input&q=phones&page=5'],['Tecno SPARK 10 PRO 8GB RAM - 256GB ROM PTA APPROVED OFFICIAL BRAND WARRANTY'],['Brand: TecnoMore Mobiles from Tecno'],"['Rs. 38,450\nRs. 39,999-4%']",['87 Ratings'],['4.6'],"['the reviews are: Excellent 👍 Pin pack device with mega discount in #11.11 #11.11 seller is honest Daraz has become a life patner. Thanks Daraz. Thanks Tecno Pakistan.\n', 'the reviews are: Mobil is little bit slow, camera result average. Seller is not cooperating but product received is well packed and as per mentioned specifications\n', 'the reviews are: Tecno Spark 10 Pro 💯% original mobile, PTA approved, sealed pack, box pack, with all accessories. thank and love u daraz and seller 🥰🌹👍\n', 'the reviews are: Mobil is little bit slow, camera result average. Seller is not cooperating but product received is well packed and as per mentioned specifications\n', 'the reviews are: at least i recieved my phone its awesome phone features also best, camera 💯 , battery life too good, smart and weight less phone 💯 recommended\n', 'the reviews are: After using for few days i found this phone very recommended under such price\n', 'the reviews are: الحمدللہ ٹیکنو موبائل فون %ا100 اوریجنل موبائل ہے ۔ وارنٹی بھی 13 مہینے کی ہے ۔ میں سیلر کی سروسز سے مطمئن ہوں ۔\n', 'the reviews are: #11.11 میں نے ابھی تک اسے کھولا نہیں ہے ۔ ارڈر دیے ہوئے چھ دن ہو چکے تھے کافی لیٹ ایا ہے ۔ لیکن بہرحال اوریجنل پروڈکٹ لگ رہی ہے ۔ شکریہ دراز 🌹\n', 'the reviews are: very good mobile phone 📱 Tecno spark 10 thanks daraz\n']"
"['https://www.daraz.pk/catalog/?spm=a2a0e.searchlist.pagination.5.70506f5bOKJypq&_keyori=ss&from=input&q=phones&page=5', 'https://www.daraz.pk/catalog/?spm=a2a0e.searchlist.pagination.5.70506f5bOKJypq&_keyori=ss&from=input&q=phones&page=5']","['vivo Y17s - 6GB RAM - 128GB ROM - 5000mAh Battery - 50+2 MP Camera - Helio G85 Processor', None]","['Brand: VivoMore Mobiles from Vivo', None]","['Rs. 44,999', None]","['63 Ratings', '57 Answered Questions']",['4.8'],"['the reviews are: original set and PTA approved set hai. boht hi aala mobile hai, mat forest green color hai. actual price of mobile was Rs.45000 but I ordered during daraz #11.11 sale and I got in Rs.42000 by availing two discount vouchers. daraz ny mobile buy karny ki bhi tension dur kar di hai, ghar bethy original mobile wo bhi market sey low price mein. Thanks daraz.pk\n', 'the reviews are: #11.11 jitni tareef kru utni kam hy mashallah AJ tak ka sab se behtareen or aala qism ka mobile hy Meri review hy 10/10 mashallah so happy 😊😊\n', 'the reviews are: Product quality is amazing and reached safe at doorstep. Seller is really cooperative and friendly in communication. Recieved product as it is reflected on Daraz. Original product. 100% Gebuin. However, around Rs.2000 costly than physical market. Prices should be aligned to the market rate to eradicate price manipulation. Overall, satisfied with product quality but not satisfied with delivery and product price.\n', 'the reviews are: delivery little bit late, but all ok pta approved 1 year warranty non active phone\n', ""the reviews are: I'm not happy with such a phatic service by daraz. if you can't bear workload don't put silly ideas like 11.11\n"", 'the reviews are: #11.11 original mobile and also reasonable price thank daraz and seller\n', 'the reviews are: very good and amazing mobile Excellent seller and Always good from Daraz\n', 'the reviews are: Product quality is amazing and reached safe at doorstep. Seller is really cooperative and friendly in communication. Recieved product as it is reflected on Daraz. Original product. 100% Gebuin. However, around Rs.2000 costly than physical market. Prices should be aligned to the market rate to eradicate price manipulation. Overall, satisfied with product quality but not satisfied with delivery and product price.\n', 'the reviews are: order k 1 week k bad parcel dispatch kia tha very slow service but product is fine and original pta approved\n']"
"['https://www.daraz.pk/catalog/?spm=a2a0e.searchlist.pagination.5.70506f5bOKJypq&_keyori=ss&from=input&q=phones&page=5', 'https://www.daraz.pk/catalog/?spm=a2a0e.searchlist.pagination.5.70506f5bOKJypq&_keyori=ss&from=input&q=phones&page=5']","['SPARX NEO 7 ULTRA 6+128GB || 6.7"" DISPLAY || 5000mAh BATTERY || OCTA CORE PROCESSOR || FAST CHARGING || PTA APPROVED || ONE YEAR BRAND WARRANTY', None]","['Brand: No BrandMore Mobiles from No Brand', None]","['Rs. 30,499\nRs. 39,000-22%', None]","['94 Ratings', '225 Answered Questions']",['4.4'],"['the reviews are: very very beautiful mobile ..i very happy.. price b okk.thanks daraz and seller ..thanku\n', 'the reviews are: Awesome mobile recieved on time very fast processor lovely color seller are very cooperative totally satisfied 👌👍\n', 'the reviews are: thank you Daraz. kam price m achi chiz. saller bht acha h. mobile bht acha h. jaisa dikha waisa paya\n', 'the reviews are: very very beautiful mobile ..i very happy.. price b okk.thanks daraz and seller ..thanku\n', ""the reviews are: it's fantastic very beautiful mobile and seller is very honest\n"", 'the reviews are: mara purana phone ka camera ka result harab ha lakin jasi cheez dikhi wasi hi mili jasi products dikhayi wasi hi ayi NYC bro Thanks Daraz and seller\n', 'the reviews are: use kr ka chk Kiya ha boht acha ha mbl phone delivery time hui ha colour boht pyra ha thanks seller\n', 'the reviews are: wow what a phone im. surprised when i saw this phone infinix has no competetion with spark neo7 ultra its an amazing phone very impressive and build quality in this price range top class specialy camera believe u will be very happy to buy this phone dnt think read my. coment and order it .. thanks for comfortablr and safe service\n', 'the reviews are: It was good experience seller is also cooperative. Recommended person.\n']"
[],[],[],[],[],[],[]
['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=6&q=phones&spm=a2a0e.searchlist.pagination.5.70506f5bOKJypq'],['VGOTEL Note 23 || 8GB+8GB RAM 256GB ROM || 5000mAh Battery'],['Brand: No BrandMore Mobiles from No Brand'],"['Rs. 32,999']",['No Ratings'],[],[None]
['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=6&q=phones&spm=a2a0e.searchlist.pagination.5.70506f5bOKJypq'],['Samsung Galaxy A24 8GB+128GB'],['Brand: SamsungMore Mobiles from Samsung'],"['Rs. 72,999\nRs. 79,999-9%']",['97 Ratings'],['4.6'],"['the reviews are: It was an absolutely amazing experience. ordered on the 17th-October night and got it around 01-pm afternoon on 18th-October in less than 12 hours. As far as the product is concerned, Samsung is always a great experience as I have been a user of it since the beginning of the Android era back in 2010. Thanks, Daraz and seller, for extreme level service. Daraz is a highly recommended e-commerce platform of Pakistan from 2016 to till date, never disappointed me with services.\n', 'the reviews are: Perfect packing timely delivery original product 100% Authentic excellent experience Highly recommended for those who afraid to buy costly items online . thanx seller n Daraz.\n', 'the reviews are: Excellent 👌\n', 'the reviews are: Genuine Product ❤️❤️❤️ Thanks Seller 😊🤩🤩 Thanks Daraz 👍👍\n', 'the reviews are: Awesome mobile excellent service by\n', 'the reviews are: ماشاءاللہ جس رنگ میں آرڈر کیا تھا وہی ملا ہے اور موبائل ڈبہ پیک تھا جو اپنے ہاتھ سے کھولا اور آج سے ہی وارنٹی شروع ہوئی، ڈیلیور بھی وقت سے پہلے ہوا۔شکریہ سیلر\n', 'the reviews are: I am very Happy. the phone is great and delivered within 2 days. thanks\n', 'the reviews are: Orginal stuff. Satisfied!\n', 'the reviews are: genuine sealed product, warranty started after i started using it. 1st very good online experience on mobile. always check authentic brand verified from daraz.\n']"
"['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=6&q=phones&spm=a2a0e.searchlist.pagination.5.70506f5bOKJypq', 'https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=6&q=phones&spm=a2a0e.searchlist.pagination.5.70506f5bOKJypq']","['Redmi 12C - 6.71"" Inch Display - 4GB RAM', None]","['Brand: No BrandMore Mobiles from No Brand', None]","['Rs. 25,990', None]","['70 Ratings', '30 Answered Questions']",['4.5'],"['the reviews are: Mobile was repacked there was no company seal when i confirmed from MI service center they confirm that mobile was Repacked and was Activated 11 days before purchasing date and this shop owner have Assured me and other customers that mobile is not repacked and you will activate for the first time they lied and they are selling the product at increased price from official price but we have comprised on price that they will give us seal pack product but they scammed us and given us a repacked product which was activated before Purchasing.\n', 'the reviews are: Nice mobile delivery in time thanks for seller\n', 'the reviews are: thank you draz and thank you seller bohat Acha mobile Hy or same colour Jo order Kia tha bohat Acha seller Hy over all very nice and good experience\n', 'the reviews are: delivered phone same as shown in picture\n', 'the reviews are: product delivered with in the time period given. thanks daraz and seller for keeping our trust.\n', 'the reviews are: First experience for buying mobile phone from Daraz, good Mobile Phone with reasonable price, Seller is very cooperative. Recommended Seller 👍\n', 'the reviews are: Like every time, this time also the experience was very good and I received the delivery on time. Thank you daraz\n', 'the reviews are: Honest seller. Geniun product. Same as shown. PTA approved. 11/11 offer benefit. Very low price. Thanks daraz. 5 stars.\n', 'the reviews are: original product and sealed. bus delivery time zyada laga tha may be due to 11 11\n']"
['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=6&q=phones&spm=a2a0e.searchlist.pagination.5.70506f5bOKJypq'],['Redmi A2+ || 3GB Ram 64GB Rom || 5000mAh Battery Xiaomi Redmi A2 Plus'],['Brand: No BrandMore Mobiles from No Brand'],"['Rs. 19,999']",['111 Ratings'],['4.7'],"[""the reviews are: Original Product, Packing for logistics was excellent. Delivered on first promised day( took 4 days to deliver a standard time. price slight higher than company declared price and market price but it's ok in case of 0%installments\n"", 'the reviews are: Thanks to the seller for the phone the same as I ordered, the same color keeps your trust to people but guarantee card is Missing I ordered one more same mobile with an other number\n', 'the reviews are: received my package today good looking mobile in this price tag.\n', 'the reviews are: Received just in one day, Looks good. 👍\n', 'the reviews are: very nice and good mobile in this price range and its my first experience very good experience\n', 'the reviews are: Honest Seller, the product was same as shown. delivery little bit late but the seller 100% Recommend.\n', 'the reviews are: Original Product and super fast delivery within 18 hours. Good seller. thanks Daraz.\n', 'the reviews are: same product. jo btaya wohi delivere kia delivery service boht fast hy. good.\n', 'the reviews are: Xiaomi no 1 world choice nice fone big battery charging type C honi chahia thi.\n']"
"['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=6&q=phones&spm=a2a0e.searchlist.pagination.5.70506f5bOKJypq', 'https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=6&q=phones&spm=a2a0e.searchlist.pagination.5.70506f5bOKJypq']","['Infinix Hot 30 , 8GB RAM 128GB ROM , 50MP Main Camera , Fingerprint , 5000mAh Battery', None]","['Brand: No BrandMore Mobiles from No Brand', None]","['Rs. 36,999\nRs. 48,699-24%', None]","['133 Ratings', '182 Answered Questions']",['4.9'],"['the reviews are: 1 . Look & Design: Phone is awesome in look very beautiful design. Feels like premium flagship 2. Performance : Satisfactory 3. Battery : Awesome 4. Front Camera Average 5. Back Camera : Good but not excellent 6. Over all : Value for money. Recommended this item.\n', 'the reviews are: بہت ہی اچھا موبائل ہے اور بہت پیاری پیکنگ ہے بیسٹ کوالٹی کا موبائل ہے اور بہت ہی کام قیمت میں\n', 'the reviews are: I like the product its non active device and nicely company packed. I Always order from your store. 👍 thanks i received samecolor as i want\n', 'the reviews are: I like the product its non active device and nicely company packed. I Always order from your store. 👍 thanks i received samecolor as i want\n', 'the reviews are: بہت ہی اچھا موبائل ہے اور بہت پیاری پیکنگ ہے بیسٹ کوالٹی کا موبائل ہے اور بہت ہی کام قیمت میں\n', ""the reviews are: Product was delivered within two days, Alhamdolillah I received the same phone as they promised. I was worried about the delivery of the product but the seller was very cooperative. Thankyou again. I am unable to share my phone's pictures because i captured them from my old phone, and unfortunately its battery is dead, (the reason i bought this phone). I would definitely recommend people to buy from AlhamdoLillah Traders Co. They are trusted 😃, From: Dera Ismail Khan.\n"", ""the reviews are: Trusted Vendor, Responsive.. well packed received in a very good condition.. a Very beautiful Mobile phone, haven't used yet but Hope it would work great... thanks Seller\n"", 'the reviews are: I Give 5 Star Rating on this product. The seller is very cooperative, honest, friendly and has fast delivery service. Give me the original product. same as show in add. Thanks seller and thanks Daraz.\n', 'the reviews are: So i ordered white color accidentally but mene seller ko chat me kh dia k mugha green chahiya and he said ok but seller ne bhi galti se white bhj dia. Jb mugha deliver hua to mene unse contact kia and unho ne mugha replace krna ki offer ki k ap is shop pr ja kr clr change krwa le. Amazing after sales. And the product i got is genuine box packed.\n']"
['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=6&q=phones&spm=a2a0e.searchlist.pagination.5.70506f5bOKJypq'],['Samsung Galaxy A04 4GB+64GB'],['Brand: SamsungMore Mobiles from Samsung'],"['Rs. 42,999']",['144 Ratings'],['4.6'],"['the reviews are: Zabrdast mobile hy. Original packing k sath. Markeet me final 39000 ka mil raha tha. Daraz se 36500 ka mila hy. Thnkew daraz\n', 'the reviews are: Thanks Daraz. Original device in a low price and deliver safely on time. Keep it up\n', 'the reviews are: best mobile good and save and fast delivery on time.. thank you selar thank you daraz\n', 'the reviews are: buht hi Acha experience raha. Market se buht hi discounted price pr buy kiya and also delivered within one day. Happy with purchase😊\n', ""the reviews are: It was worth it! The mobile phone is original and really good in performance and it is really recommended. The only thing missing is that we didn't get any warranty card in the box.\n"", 'the reviews are: product is made in Pakistan however it is of good quality\n', 'the reviews are: Bohat hi aala phone hey, 👋😊👋👋 Thanks to Seller and Daraz\n', 'the reviews are: Best product Best seller service thanks Draz\n', 'the reviews are: best mobile good and save and fast delivery on time.. thank you selar thank you daraz\n']"
['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=6&q=phones&spm=a2a0e.searchlist.pagination.5.70506f5bOKJypq'],['itel A60s 4GB RAM* +128GB ROM 6.6″ HD+ Display 5000mAh Battery PTA approved Official Brand Warranty'],['Brand: itelMore Mobiles from itel'],"['Rs. 22,399\nRs. 22,999-3%']",['86 Ratings'],['4.7'],"['the reviews are: Reciceved it in 3 days good mobile original no damage to the product original charger was also in the box Recommended Seller\n', 'the reviews are: UNBEATABLE PRICE BY SELLER VERY CO OPERATIVE SELLER BUT VERY LATE ANSWERING . OVERALL 10/10 THANK YOU TO DARAZ PLATFORM\n', 'the reviews are: Product is original and as per details given. Delivered well before the committed time. Good presentable packaging, delivery is safe and sound.recommended the saller.\n', 'the reviews are: Product is original and as per details given. Delivered well before the committed time. Good presentable packaging, delivery is safe and sound.recommended the saller.\n', 'the reviews are: UNBEATABLE PRICE BY SELLER VERY CO OPERATIVE SELLER BUT VERY LATE ANSWERING . OVERALL 10/10 THANK YOU TO DARAZ PLATFORM\n', 'the reviews are: Very Good seller at daraz store.i am satisfied with this order and recommend this seller. very Good and fast mobile thanks daraz.\n', 'the reviews are: very nice good quality mobile average price rom 128GB\n', 'the reviews are: very good seller original product\n', 'the reviews are: zaberdast 10/10\n']"
['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=6&q=phones&spm=a2a0e.searchlist.pagination.5.70506f5bOKJypq'],['Like New Phones - Used Apple iPhone SE 2nd Gen (2020) - Black 64 GB - PTA Approved'],['Brand: AppleMore Like New Phones from Apple'],"['Rs. 70,999\nRs. 79,000-10%']",['1 Ratings'],['5.0'],"['the reviews are: awesome condition...very light and tiny scratch....91 percent battery...\n', 'the reviews are: awesome condition...very light and tiny scratch....91 percent battery...\n', 'the reviews are: awesome condition...very light and tiny scratch....91 percent battery...\n']"
['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=6&q=phones&spm=a2a0e.searchlist.pagination.5.70506f5bOKJypq'],['Like New Phones - Used Apple iPhone X - Space Gray 256 GB - PTA Approved'],['Brand: AppleMore Like New Phones from Apple'],"['Rs. 106,999\nRs. 119,000-10%']",['1 Ratings'],['5.0'],[None]
"['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=6&q=phones&spm=a2a0e.searchlist.pagination.5.70506f5bOKJypq', 'https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=6&q=phones&spm=a2a0e.searchlist.pagination.5.70506f5bOKJypq']","['Honor X5 Dual SIM 2GB RAM 32GB 4G 1Year Official Warranty', None]","['Brand: HonorMore Mobiles from Honor', None]","['Rs. 19,999\nRs. 21,499-7%', None]","['88 Ratings', '85 Answered Questions']",['4.7'],"['the reviews are: Amazing phone within the discounted price of #11.11 I would recommend everyone if you are looking to get the basics done alright and don’t want to spend too much this is the right choice. Quality is not cheap like other phones in this budget. However I do have one complaint as the phone down have a case in the box and no warranty card. #11.11\n', 'the reviews are: i am using this mobile for 5 days now. best mobile for basic tasks like whatsapp call youtube etc. i received it on 11.11 sale at price 15k which is too good deal. everyone appriciate its look. working smooth and battery timing is too good. 👍\n', 'the reviews are: Received Brand new box packed mobile. Quality Seems to be good. Performance is also fine. Excellent product, Original and value for Money.\n', 'the reviews are: excellent mobile excellent service excellent response time to time thanks for everything recommended you all guys who are just thinking for buying..want to give 10 stars am so glad to have this beautiful product.\n', 'the reviews are: Received Brand new box packed mobile. Quality Seems to be good. Performance is also fine. Excellent product, Original and value for Money.\n', 'the reviews are: Many thanks daraz team and same specs as in description and mobile is very well.. Its surprise gift to my mother and she is very happy after getting this 😍\n', 'the reviews are: beautiful cell.. original honor x5 seal peck..\n', 'the reviews are: nice products nice quality fast delivery\n', 'the reviews are: sir mene 11.11 sale men Lia ha wahan HBL bank se pay krne par 15000 ka show horha tha Lekin mere AP ne 16609 Kate ha ye Kya msla ha mene HBL bank se he pay kia tha plz muje apny 1500 wapis karega thx\n']"
"['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=6&q=phones&spm=a2a0e.searchlist.pagination.5.70506f5bOKJypq', 'https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=6&q=phones&spm=a2a0e.searchlist.pagination.5.70506f5bOKJypq']","['Infinix Note 30 , 8GB RAM 256GB ROM , 64MP Main Camera , Fingerprint , 5000mAh Fast Charging', None]","['Brand: No BrandMore Mobiles from No Brand', None]","['Rs. 46,999\nRs. 62,000-24%', None]","['100 Ratings', '217 Answered Questions']",['4.8'],"['the reviews are: ""Recently acquired the Infinix Note 30 – impressed with its overall performance. The shipment exceeded expected delivery time, though there was a color discrepancy (ordered black, received gray). Will share detailed performance feedback after more use. Appreciate Daraz team for their service.""\n', 'the reviews are: Great phone and in same condition box packed sealed. Orrigional accessories. Everything is great but delivery was not good by leopard. They tell that delivery is not in that area.\n', 'the reviews are: Mashallah phone Tu great ha budget friendly value for money packing company packing mei tha seal pack sound system JBL company Ka ha sound la Jawab ha 10/10 for seller and for phone 10/8\n', 'the reviews are: thankyou Alhamdulillah trading co for delivering phone fast and on time. they delivered box packed genuine product. businesses like Alhamdulillah trading co are reason to trust ecommerce. keep up the good work. looking forward to do business again.\n', 'the reviews are: Great phone and in same condition box packed sealed. Orrigional accessories. Everything is great but delivery was not good by leopard. They tell that delivery is not in that area.\n', 'the reviews are: Asslaam u Alaikum & Thanks to seller after my order I received phone in 50/- Hrs very fast service of Daraz & Seller.I got phone in genuine condition.God bless u Brother\n', 'the reviews are: very nice mobile infnix Note 30 quality is amazing colour osam Thanks draz\n', 'the reviews are: appreciation for Daraz and seller.. placed order and recieved in less than 24 hrs.. fast and safe delivery.. thumbs up 👍\n', 'the reviews are: very good phone in this budget. very sleek design, good battery , graphics and performance.\n']"
['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=6&q=phones&spm=a2a0e.searchlist.pagination.5.70506f5bOKJypq'],['Xiaomi Redmi Note 12 || 8GB Ram 128GB Rom || 5000mAh Battery 33W Fast Charger'],['Brand: No BrandMore Mobiles from No Brand'],"['Rs. 50,399']",['64 Ratings'],['4.8'],"['the reviews are: Assalam u Alaikum Received before due date original product,packing was a little poor , but seller is coprative.It was my first purchase on installment happy to get it on 0% Mark up\n', 'the reviews are: The seller was very cooperative and delivered the phone in just 3 days upon my request. The phone is just perfect and everything what I was looking for.\n', 'the reviews are: Same as described.. Amazing Packing and received just in 2 days.. Highly recommend\n', 'the reviews are: The seller was very cooperative and delivered the phone in just 3 days upon my request. The phone is just perfect and everything what I was looking for.\n', 'the reviews are: Masha Allah Jo select kia tha wohi same received Huwa hai aur bohat fast delivery hui hai thanks seller 👍\n', 'the reviews are: Received within two days same as shown in advertisement.\n', 'the reviews are: Absolutely amazing product and 5 star to all service 1.Price 2.Genuine product 3.Daraz Discount n vouchers 4. Delivery Time 5.Seller Response 6.Bank Voucher and Installment on 0 Percent markup All these things help me to get this amazing mobile at roughly 47000 which is less then market. Thanks all amd amazing daraz sale. 11.11\n', 'the reviews are: Same as described.. Amazing Packing and received just in 2 days.. Highly recommend\n', 'the reviews are: jo mng waya tha wohi hai thnkz daraz\n']"
"['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=6&q=phones&spm=a2a0e.searchlist.pagination.5.70506f5bOKJypq', 'https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=6&q=phones&spm=a2a0e.searchlist.pagination.5.70506f5bOKJypq']","['Samsung Galaxy A04 4GB - 64GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY', None]","['Brand: No BrandMore Mobiles from No Brand', None]","['Rs. 29,999\nRs. 35,499-15%', None]","['44 Ratings', '37 Answered Questions']",['4.5'],"['the reviews are: Mashallah 11.11 Sale Received safe packed PTA approved Dilivered in time response excellent Great Quality Satisfied original item received thanks seller and Daraz 👍👍😁😊\n', 'the reviews are: Quality is good. Original product. Non activated\n', 'the reviews are: # 11.11 brand new. pin packed. good quality. got in 20000/- only. made in Pakistan. Seller Recommended.\n', 'the reviews are: # 11.11 brand new. pin packed. good quality. got in 20000/- only. made in Pakistan. Seller Recommended.\n', 'the reviews are: i loved the phone, its orignal n sealed brand new phone. Thank you seller.\n', 'the reviews are: excellent phone at a very cheap price on 11.11 sale HBL deal.\n', 'the reviews are: Good Product delivered with seal pack Thanks Daraz\n', 'the reviews are: good product. well packed.\n', 'the reviews are: 👍\n']"
"['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=6&q=phones&spm=a2a0e.searchlist.pagination.5.70506f5bOKJypq', 'https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=6&q=phones&spm=a2a0e.searchlist.pagination.5.70506f5bOKJypq']","['Sparx neo 7 ultra 8GB RAM 128GB ROM || 50 MP dual camera || 5000mAh battery || PTA approved || 1 year brand warranty', None]","['Brand: No BrandMore Mobiles from No Brand', None]","['Rs. 32,999\nRs. 40,000-18%', None]","['34 Ratings', '75 Answered Questions']",['4.3'],"['the reviews are: mobile bahot acha hai. 8 gb ram h aor rom 128 gb hain. software normal lag ra h. camera theek h. overall ais price m zabardast chiz h. saller bahot acha bnda h. main nay usy msg kr kr bht tang kya 😂 lkn saller nay mjhy hr bar reply di. thank you Daraz and thank you saller\n', 'the reviews are: It is the best product and the original as I have advertised, I have got no two opinions, you also order you will like daraz and service is also good and the thing is also cute and has come with absolutely good Awesome products and original Spark phone with box and charger and warranty crad thank you daraz\n', 'the reviews are: slam or thanks daraz bhot hi service ha 1din phly hi parsl rcve ho gay ha save packing Kay shat bhot hi ache device ha 2din use kry KY bad bhe koi isu ni Aya again thanks daraz\n', 'the reviews are: seller ko 11 november order dia tha aor 13 november ke 4 baje order book kia tha. delivery to time se agai lekin kafi jaldi thi mobile ki.is waja se seller ko jaldi krni chahye thi. over all experience was good achi chez bheji. koi gift bhejte to kafi acha lagta but no way thnx alot.\n', 'the reviews are: zabrdast amazing 😍😍😍😍😍 thank you so much for this owesome mobile bht hi Alla saller is very coprative yeh bnda waky hlal kma rha hai 🌹🌹🌹🌹🌹❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍\n', 'the reviews are: I am satisfied with the product n recommended\n', 'the reviews are: received as shown. good quality. ordered again for my mother also\n', 'the reviews are: Original product received before estimated date. Satisfied with seller 😊\n', 'the reviews are: Thank you Seller Jo chez mangwaya wae Mila hai Shokurya...... baqii Delivery ponchaney waley ne bahot tang Kia.... TSC walooon....\n']"
"['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=6&q=phones&spm=a2a0e.searchlist.pagination.5.70506f5bOKJypq', 'https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=6&q=phones&spm=a2a0e.searchlist.pagination.5.70506f5bOKJypq']","['Redmi 12C, 4GB RAM 128GB ROM , 50 MP Al Dual Camera , Finger Sensor , 5000 mAh Battery , Fast Charging', None]","['Brand: No BrandMore Mobiles from No Brand', None]","['Rs. 29,999\nRs. 39,999-25%', None]","['67 Ratings', '56 Answered Questions']",['4.8'],"['the reviews are: received Original Product of Redme... Seller Response Very Good and Early. Satisfied 👍\n', 'the reviews are: Mobile to Pinpack hai jaldi bi Ponch aya laikn delivery walo ne us adress pe nahi ponchaya jo adress dia tha balke call kr ke inform kia gaya or kaha gaya k a ke khud le jaye jiske ko laine k kiye mujhe 12 km dor ja ke kaina para bht afsos howa is bat pe.\n', 'the reviews are: Great mobile, fast charging bhi nahi hai and No Glass No Cover. Best for my Rayyan Ali Khan.\n', 'the reviews are: Great mobile, fast charging bhi nahi hai and No Glass No Cover. Best for my Rayyan Ali Khan.\n', 'the reviews are: excellent.. thanks for delivering in quick time\n', 'the reviews are: I request for mint color in chat but received blue other wise good reasonable price\n', 'the reviews are: delivery & products quality is very good I recommend to any one who interested\n', 'the reviews are: MashAllah nice mobile\n', 'the reviews are: bhot acha mobile received hoa Hai\n']"
"['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=6&q=phones&spm=a2a0e.searchlist.pagination.5.70506f5bOKJypq', 'https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=6&q=phones&spm=a2a0e.searchlist.pagination.5.70506f5bOKJypq']","['Itel S23 - 6.6"" Inch Display - 8GB + 8GB RAM - 128GB / 256GB ROM', None]","['Brand: No BrandMore Mobiles from No Brand', None]","['Rs. 27,999', None]","['38 Ratings', '54 Answered Questions']",['4.5'],"['the reviews are: Excellent product, genuine and original product, PTA approved. No Patched mobile. Seller sounds a very professional and committed in such deals. strongly recommended and feel free to buy this product. Thank you Daraz and Grateful to you Dear Seller...\n', 'the reviews are: #11.11 received as per specs mentioned. highly recommended.\n', 'the reviews are: Box was sealed and came with all accessories. The seller is recommended for geniune product.\n', 'the reviews are: excellent device delivered before time 100% seller recommended.\n', 'the reviews are: very beautiful thanks shop tech love you set was pin pack\n', 'the reviews are: #11.11 received as per specs mentioned. highly recommended.\n', 'the reviews are: I am regular customer of daraz and always have a v.good Experience with daraz. Itel s23 is Excellent same as show in picture Thank you daraz\n', 'the reviews are: Good Packing and delivery on time...Great Work\n', 'the reviews are: recieved on time\n']"
